date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:58:42	6715/6715	---M--	200	added ('OK')	image/jpeg	etag:%223ea2098a52a9afa3732c9f87b7d4f510%22	https://learnplus.demo.frontendmatter.com/assets/images/people/110/woman-5.jpg	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/images/people/110/woman-5.jpg	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:42	4271/4271	---M--	200	added ('OK')	image/jpeg	etag:%2278712832f447bf9fd7b48b19a4b84df9%22	https://learnplus.demo.frontendmatter.com/assets/images/people/50/guy-6.jpg	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/images/people/50/guy-6.jpg	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:43	65782/65782	---MCZ	200	added ('OK')	text/html	etag:W/%2205df7dd16f814bb333213ef51bade3d8%22	https://learnplus.demo.frontendmatter.com/instructor-account-edit.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-account-edit.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:43	56067/56067	---MCZ	200	added ('OK')	text/html	etag:W/%22e501d43e27a8dfb5495e6a4f67e60bcf%22	https://learnplus.demo.frontendmatter.com/instructor-profile.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-profile.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:43	6586/6586	---MCZ	200	added ('OK')	text/html	etag:W/%223e08e8a78c25431e8673e3cc62ea576e%22	https://learnplus.demo.frontendmatter.com/guest-login.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/guest-login.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:43	62364/62364	---MCZ	200	added ('OK')	text/html	etag:W/%2252b309e3a6650223d2539e19df6209d7%22	https://learnplus.demo.frontendmatter.com/instructor-earnings.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-earnings.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:43	62199/62199	---MCZ	200	added ('OK')	text/html	etag:W/%22da0a4a95146650ad19136ac21ff9f7c2%22	https://learnplus.demo.frontendmatter.com/instructor-statement.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-statement.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:44	67617/67617	---MCZ	200	added ('OK')	text/html	etag:W/%228003868a01034535e9eff9155d3f1ac6%22	https://learnplus.demo.frontendmatter.com/instructor-course-edit.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-course-edit.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:44	13728/13728	---M--	200	added ('OK')	image/png	etag:%228096da7ea1d73687bbca767c336900e8%22	https://learnplus.demo.frontendmatter.com/assets/images/vuejs.png	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/images/vuejs.png	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:44	58077/58077	---MCZ	200	added ('OK')	text/html	etag:W/%229aef170fd6b4e7e6e197134d50d04059%22	https://learnplus.demo.frontendmatter.com/instructor-invoice.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-invoice.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:44	30566/30566	---M--	200	added ('OK')	image/png	etag:%227cfa115b24cce91414991036b4c4d148%22	https://learnplus.demo.frontendmatter.com/assets/images/github.png	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/images/github.png	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:44	15118/15118	---M--	200	added ('OK')	image/png	etag:%22135fdb64267111492fe00dc9921e6b18%22	https://learnplus.demo.frontendmatter.com/assets/images/gulp.png	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/images/gulp.png	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:45	5953/5953	---M--	200	added ('OK')	image/jpeg	etag:%2246b9f2516c5e1e7631228cdb3c213a5e%22	https://learnplus.demo.frontendmatter.com/assets/images/people/110/guy-9.jpg	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/images/people/110/guy-9.jpg	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:45	5881/5881	---M--	200	added ('OK')	image/jpeg	etag:%22bead3ad6c1b677e22cadae1173b2f8d7%22	https://learnplus.demo.frontendmatter.com/assets/images/people/110/guy-6.jpg	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/images/people/110/guy-6.jpg	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:45	79957/79957	---MCZ	200	added ('OK')	text/html	etag:W/%22677b7363e14d246ca026bc52121a8fdb%22	https://learnplus.demo.frontendmatter.com/student-dashboard.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-dashboard.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:45	8931/8931	---MCZ	200	added ('OK')	text/html	etag:W/%22620081e628b72aeb971a33a1008ec52a%22	https://learnplus.demo.frontendmatter.com/guest-signup.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/guest-signup.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:46	5285/5285	---MCZ	200	added ('OK')	text/html	etag:W/%2287a06f94eac251f37f9df5070cf46f41%22	https://learnplus.demo.frontendmatter.com/guest-forgot-password.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/guest-forgot-password.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:46	61089/61089	---MCZ	200	added ('OK')	text/html	etag:W/%223741b9f35dddf1bafe98ad653c7f29bf%22	https://learnplus.demo.frontendmatter.com/student-account-edit-basic.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-account-edit-basic.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:46	61526/61526	---MCZ	200	added ('OK')	text/html	etag:W/%22a12447c6599064248c13461774fee300%22	https://learnplus.demo.frontendmatter.com/student-account-edit-profile.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-account-edit-profile.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:46	55643/55643	---MCZ	200	added ('OK')	text/html	etag:W/%227520c8094e3ce228ef87a8d89e9196d9%22	https://learnplus.demo.frontendmatter.com/student-account-billing-subscription.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-account-billing-subscription.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:47	55514/55514	---MCZ	200	added ('OK')	text/html	etag:W/%222b94a169984729dad71fd466601b3df5%22	https://learnplus.demo.frontendmatter.com/student-account-billing-upgrade.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-account-billing-upgrade.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:47	62420/62420	---MCZ	200	added ('OK')	text/html	etag:W/%22819bfc7a10e1a49b1e6f63345e742d79%22	https://learnplus.demo.frontendmatter.com/student-account-billing-payment-information.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-account-billing-payment-information.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:47	64181/64181	---MCZ	200	added ('OK')	text/html	etag:W/%221594d029f6dcd536c493f876dd01b8db%22	https://learnplus.demo.frontendmatter.com/student-billing.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-billing.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:47	59220/59220	---MCZ	200	added ('OK')	text/html	etag:W/%229764778d126d7780aadfc85adaca840c%22	https://learnplus.demo.frontendmatter.com/student-invoice.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-invoice.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:47	64159/64159	---MCZ	200	added ('OK')	text/html	etag:W/%22e1ecdf6ed4906d5c549ff62e86a0291a%22	https://learnplus.demo.frontendmatter.com/instructor-edit-invoice.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-edit-invoice.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:48	71966/71966	---MCZ	200	added ('OK')	text/html	etag:W/%221caa11d6b0c5ed0667a48e87a18df196%22	https://learnplus.demo.frontendmatter.com/instructor-messages-2.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-messages-2.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:48	73332/73332	---MCZ	200	added ('OK')	text/html	etag:W/%2243c2d2b74f3592070c0fdc80395c27c3%22	https://learnplus.demo.frontendmatter.com/instructor-courses.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-courses.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:48	57514/57514	---MCZ	200	added ('OK')	text/html	etag:W/%226b6d6ed615d3be8abbfbb4cdca75c605%22	https://learnplus.demo.frontendmatter.com/instructor-quizzes.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-quizzes.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:48	63028/63028	---MCZ	200	added ('OK')	text/html	etag:W/%22855a092dfafce94e51975dfdf38b2c7e%22	https://learnplus.demo.frontendmatter.com/instructor-forum-thread.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-forum-thread.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:48	61043/61043	---MCZ	200	added ('OK')	text/html	etag:W/%22d1dffd8d59c2d31e319033fd1b5f2afa%22	https://learnplus.demo.frontendmatter.com/instructor-forum-ask.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-forum-ask.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:49	60336/60336	---MCZ	200	added ('OK')	text/html	etag:W/%22449879bbddd549ea252dceedafad9a70%22	https://learnplus.demo.frontendmatter.com/student-profile.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-profile.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:49	57900/57900	---MCZ	200	added ('OK')	text/html	etag:W/%2248f7e46818523f66d41043fcab917477%22	https://learnplus.demo.frontendmatter.com/student-profile-posts.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/student-profile-posts.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:49	53767/53767	---MCZ	200	added ('OK')	text/html	etag:W/%22d2a78602243f3e8bce53cb0e587b9fda%22	https://learnplus.demo.frontendmatter.com/instructor-help-center.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/instructor-help-center.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:49	58205/58205	---MCZ	200	added ('OK')	text/html	etag:W/%22206772e9b453d9efa1d1d5d9d4a6a349%22	https://learnplus.demo.frontendmatter.com/ui-avatars.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-avatars.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:50	69270/69270	---MCZ	200	added ('OK')	text/html	etag:W/%220248e6d81fc997110cb32cd75b2144ca%22	https://learnplus.demo.frontendmatter.com/ui-forms.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-forms.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:50	38270/38270	---MCZ	200	added ('OK')	text/html	etag:W/%22cc22bd5f60347699dd34bc5caa1895eb%22	https://learnplus.demo.frontendmatter.com/ui-loaders.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-loaders.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:50	69138/69138	---MCZ	200	added ('OK')	text/html	etag:W/%225e511f087eb80b45af16f20db125d496%22	https://learnplus.demo.frontendmatter.com/ui-tables.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-tables.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:50	51192/51192	---MCZ	200	added ('OK')	text/html	etag:W/%22c38b652afe6bf3e994aed1ef7c24a19b%22	https://learnplus.demo.frontendmatter.com/ui-cards.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-cards.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:50	39285/39285	---MCZ	200	added ('OK')	text/html	etag:W/%2246e6a267c1680b47b634c75609b73875%22	https://learnplus.demo.frontendmatter.com/ui-tabs.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-tabs.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:51	32230/32230	---MCZ	200	added ('OK')	text/html	etag:W/%22306bafc8cf9d196f9c36f3a4f247f1e3%22	https://learnplus.demo.frontendmatter.com/ui-icons.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-icons.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:51	74752/74752	---MCZ	200	added ('OK')	text/html	etag:W/%224037768bc47df3207a5ddc608415ec17%22	https://learnplus.demo.frontendmatter.com/ui-buttons.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-buttons.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:51	45152/45152	---MCZ	200	added ('OK')	text/html	etag:W/%228d0ed70c16ad6d4973ac923074e4a913%22	https://learnplus.demo.frontendmatter.com/ui-alerts.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-alerts.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:51	33692/33692	---MCZ	200	added ('OK')	text/html	etag:W/%22816a8890de8438f047cc6a8bae398da5%22	https://learnplus.demo.frontendmatter.com/ui-badges.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-badges.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:52	47706/47706	---MCZ	200	added ('OK')	text/html	etag:W/%2205b4649df0f961c6c721408207e827fb%22	https://learnplus.demo.frontendmatter.com/ui-progress.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-progress.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:52	49409/49409	---MCZ	200	added ('OK')	text/html	etag:W/%229c3a0562a5d3061159f331b65a811b65%22	https://learnplus.demo.frontendmatter.com/ui-pagination.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-pagination.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:52	74501/74501	---MCZ	200	added ('OK')	text/html	etag:W/%22ee872fa0d5c0e046a0640dc85193b4dc%22	https://learnplus.demo.frontendmatter.com/ui-charts.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-charts.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:52	61757/61757	---MCZ	200	added ('OK')	text/html	etag:W/%22c66aca44dea09c345774b96927071bff%22	https://learnplus.demo.frontendmatter.com/ui-drag.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-drag.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:52	36070/36070	---MCZ	200	added ('OK')	text/html	etag:W/%22901a8d47832a0c447f23d0107b43a8cf%22	https://learnplus.demo.frontendmatter.com/ui-calendar.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-calendar.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:53	43391/43391	---MCZ	200	added ('OK')	text/html	etag:W/%22448fe2b2aa354470c7d7f0d368e24a13%22	https://learnplus.demo.frontendmatter.com/ui-nestable.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-nestable.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:53	47265/47265	---MCZ	200	added ('OK')	text/html	etag:W/%22c7b19d83488cc78118f834f40d6095bf%22	https://learnplus.demo.frontendmatter.com/ui-tree.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-tree.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:53	40761/40761	---MCZ	200	added ('OK')	text/html	etag:W/%227662fc8a269eec838be798136124811e%22	https://learnplus.demo.frontendmatter.com/ui-maps-vector.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-maps-vector.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:53	45173/45173	---MCZ	200	added ('OK')	text/html	etag:W/%227284f80cfce748bc56719f5ee3cea40b%22	https://learnplus.demo.frontendmatter.com/ui-sweet-alert.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/ui-sweet-alert.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:54	83818/83818	---MCZ	200	added ('OK')	text/html	etag:W/%220e201a76a02a1072f06576869a2dc8d1%22	https://learnplus.demo.frontendmatter.com/fixed-instructor-dashboard.html	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/fixed-instructor-dashboard.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:54	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://learnplus.demo.frontendmatter.com/assets/vendor/jquery.min.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/vendor/jquery.min.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:54	21233/21233	---MCZ	200	added ('OK')	application/javascript	etag:W/%221022eaf388cc780bcfeb6456157adb7d%22	https://learnplus.demo.frontendmatter.com/assets/vendor/popper.min.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/vendor/popper.min.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:54	63240/63240	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f20fa8b102f205141295cdefd6ffe449%22	https://learnplus.demo.frontendmatter.com/assets/vendor/bootstrap.min.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/vendor/bootstrap.min.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:54	19461/19461	---MCZ	200	added ('OK')	application/javascript	etag:W/%224707a5fde2e52a52c114cdad148fcb39%22	https://learnplus.demo.frontendmatter.com/assets/vendor/perfect-scrollbar.min.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/vendor/perfect-scrollbar.min.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:55	42563/42563	---MCZ	200	added ('OK')	application/javascript	etag:W/%22617b60d063e4122ed3b894b88456d37f%22	https://learnplus.demo.frontendmatter.com/assets/vendor/dom-factory.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/vendor/dom-factory.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:55	73078/73078	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f7bb30b725eadc91576e97c71e1ab79%22	https://learnplus.demo.frontendmatter.com/assets/vendor/material-design-kit.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/vendor/material-design-kit.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:55	16319/16319	---MCZ	200	added ('OK')	application/javascript	etag:W/%22508955324ca2671936836b4ec1ea249f%22	https://learnplus.demo.frontendmatter.com/assets/js/app.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/js/app.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:56	931133/931133	---MCZ	200	added ('OK')	application/javascript	etag:W/%22811afd50bb6e88e75db716d802bdb14c%22	https://learnplus.demo.frontendmatter.com/assets/js/hljs.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/js/hljs.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:56	991834/991834	---MCZ	200	added ('OK')	application/javascript	etag:W/%228874d860d114c825210d5763de43f1eb%22	https://learnplus.demo.frontendmatter.com/assets/js/app-settings.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/js/app-settings.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:56	12304/12304	---MCZ	200	added ('OK')	application/javascript	etag:W/%2298158213f50468ba6fc2c4010a381ae6%22	https://learnplus.demo.frontendmatter.com/assets/js/settings.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/js/settings.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:57	58862/58862	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c158b940513c7dc2ebd901455e9b63d%22	https://learnplus.demo.frontendmatter.com/assets/vendor/moment.min.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/vendor/moment.min.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
22:58:57	12728/12728	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e9ec840bf9a6d0c2a4a6104ab6fa3113%22	https://learnplus.demo.frontendmatter.com/assets/vendor/moment-range.js	C:/Users/Orange/Desktop/AdminDashboad/AdminDashboard/learnplus.demo.frontendmatter.com/assets/vendor/moment-range.js	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
